audio,transcript,transcription
568204248_437397_437403_32111,əlli beşin oktyabr ayı,əlli beşin oktyabr ayı
912272968_437398_437405_31233,otuz səkkizin oktyabr ayı,otuz səkkizin oktyabr ayı
912272968_437414_437420_27290,1905-ci ilin martın 27-i,1905-ci ilin martın 27-i
619589413_437440_437444_28262,iyunun 22-i 1954-cü il,iyunun 22-i 1954-cü il
912272968_437442_437447_31765,altımış altının iyun ayı,altımış altının iyun ayı
568204248_437450_437453_30562,üç yanvar 1916,üç yanvar 1916
619589413_437452_437454_31883,iyirmi doqquzun oktyabr ayı,iyirmi doqquzun oktyabr ayı
912272968_437449_437457_27963,2008-ci ilin avqustun 3-ü,2008-ci ilin avqustun 3-ü
568204248_437455_437459_31652,səksən yeddinin iyul ayı, səksən yeddinin iyul ayı
568204248_437481_437487_27465,1914-cü ilin yanvarın 27-i,1914-cü ilin yanvarın 27-i
912272968_437490_437494_32094,qırx doqquzun may ayı,qırx doqquzun may ayı
568204248_437516_437523_29343,19.05.2025,19.05.2025
619589413_437529_437533_30496,iki oktyabr 1933,iki oktyabr 1933
568204248_437553_437556_31784,yetmiş ikinin may ayı,yetmiş ikinin may ayı
341881303_437604_437611_31346,qırx altının yanvar ayı,qırx altının yanvar ayı
619589413_437608_437614_30327,səkkiz iyun 1928,səkkiz iyun 1928
619589413_437649_437655_30063,26.09.1964,26.09.1964
568204248_437652_437657_29583,08.10.1978,08.10.1978
568204248_437688_437695_28147,1913-cü ilin yanvarın 28-i,1913-cü ilin yanvarın 28-i
568204248_437696_437700_29792,09.10.1957,09.10.1957
619589413_437722_437727_32125,ikimin birin yanvar ayı,ikimin birin yanvar ayı
568204248_437706_437731_28443,fevralın 28-i 1908-ci il,qırxın 28-i 1908-ci il
619589413_437729_437738_28232,fevralın 19-u 1906-cı il,fevralın 19-u 1906-cı il
619589413_437749_437757_30892,iyirmi yeddi may 1973,iyirmi yeddi may 1973
912272968_437746_437759_27430,1959-cu ilin yanvarın 28-i,1959-cu ilin yanvarın 28-i
713611046_437752_437761_27541,1959-cu ilin fevralın 25-i,1959-cu ilin fevralın 25-i
713611046_437763_437774_30597,otuz fevral 1964,otuz fevral 1964
912272968_437778_437783_31269,otuz səkkizin noyabr ayı,otuz səkkizin noyabr ayı
568204248_437772_437786_27990,1902-ci ilin fevralın 31-i,1902-ci ilin fevralın 31-i
568204248_437790_437797_29467,05.05.1989,05.05.1989
713611046_437800_437805_31042,on üç noyabr 1940,on üç noyabr 1940
568204248_437804_437810_30455,səkkiz iyun 1999,səkkiz iyun 1999
912272968_437802_437811_30912,iki dekabr 1947,iki dekabr 1947
568204248_437828_437831_28441,fevralın 19-u 2024-cü il,fevralın 19-u 2024-cü il
671891258_437836_437837_29449,24.04.1925,24.04.1925
568204248_437846_437854_31192,altımış üçün may ayı,altımış üçün may ayı
568204248_437856_437861_27535,1989-cu ilin sentyabrın 11-i,1989-cu ilin sentyabrın 11-i
713611046_437920_437925_29199,05.11.2006,05.11.2006
713611046_437939_437944_28354,yanvarın 6-ı 1956-cı il,yanvarın 6-ı 1956-cı il
568204248_437963_437966_27924,1974-cü ilin martın 2-i,1974-cü ilin martın 2-i
713611046_437981_437987_27615,1903-cü ilin sentyabrın 11-i,1903-cü ilin sentyabrın 11-i
713611046_437989_437997_31089,iyirmi altı may 1922,iyirmi altı may 1922
341881303_437996_438000_28507,iyulun 6-ı 1926-cı il, iyulun 6-ı 1926-cı il
568204248_438012_438017_30986,on iki oktyabr 1949,on iki oktyabr 1949
341881303_438015_438021_28439,dekabrın 11-i 1999-cu il,dekabrın 11-i 1999-cu il
713611046_438056_438064_27469,2012-ci ilin avqustun 5-i,2012-ci ilin avqustun 5-i
912272968_438105_438112_31518,qırx altının iyul ayı,qırx altının iyul ayı
568204248_438113_438117_32115,ikimin ikinin iyun ayı,ikimin ikinin iyun ayı
713611046_438111_438119_27360,1965-ci ilin avqustun 2-i,1965-ci ilin avqustun 2-i
912272968_438123_438131_28444,yanvarın 27-i 1951-ci il,yanvarın 27-i 1951-ci il
713611046_438130_438135_30628,otuz bir iyul 1907,otuz bir iyul 1907
341881303_438162_438167_30855,on altı yanvar 1997,on altı yanvar 1997
568204248_438182_438187_27913,1913-cü ilin mayın 14-ü,1913-cü ilin mayın 14-ü
568204248_438194_438195_30929,on üç dekabr 1934,on üç dekabr 1934
912272968_438200_438205_31291,on üçün noyabr ayı,on üçün noyabr ayı
912272968_438213_438217_28197,martın 21-i 1999-cu il,martın 21-i 1999-cu il
341881303_438219_438223_29456,15.06.1980,15.06.1980
713611046_438220_438227_27270,2018-ci ilin dekabrın 2-i,2018-ci ilin dekabrın 2-i
713611046_438260_438264_30631,iyirmi səkkiz iyun 1999,iyirmi səkkiz iyun 1999
568204248_438256_438267_27716,1923-cü ilin oktyabrın 18-i,1923-cü ilin oktyabrın 18-i
568204248_438268_438273_30313,on səkkiz may 1916,on səkkiz may 1916
568204248_438277_438280_27520,1963-cü ilin martın 3-ü,1963-cü ilin martın 3-ü
341881303_438283_438286_30997,səkkiz may 1996,səkkiz may 1996
341881303_438293_438298_27409,1955-ci ilin iyunun 14-ü,1955-ci ilin iyunun 14-ü
568204248_438303_438306_28334,iyunun 22-i 2023-cü il,iyunun 22-i 2023-cü il
341881303_438314_438318_27205,1944-cü ilin dekabrın 25-i,1944-cü ilin dekabrın 25-i
568204248_438370_438371_29005,noyabrın 20-i 1925-ci il,noyabrın 20-i 1925-ci il
568204248_438372_438373_30676,səkkiz fevral 1974,səkkiz fevral 1974
568204248_438378_438379_31718,altımış beşin dekabr ayı,altımış beşin dekabr ayı
568204248_438384_438385_28409,sentyabrın 28-i 1951-ci il,sentyabrın 28-i 1951-ci il
568204248_438400_438403_30116,15.09.1949,15.09.1949
568204248_438406_438407_29850,18.07.1955,18.07.1955
341881303_438405_438408_30522,iyirmi səkkiz oktyabr 1967,iyirmi səkkiz oktyabr 1967
568204248_438414_438415_28208,sentyabrın 12-i 1958-ci il,sentyabrın 12-i 1958-ci il
568204248_438422_438425_29213,10.04.2012,10.04.2012
341881303_438432_438436_28702,noyabrın 7-i 1954-cü il,noyabrın 7-i 1954-cü il
568204248_438460_438463_30662,bir aprel 2015,bir aprel 2015
341881303_438474_438477_28125,1919-cu ilin yanvarın 18-i, 1919-cu ilin yanvarın 18-i
568204248_438496_438499_28006,1954-cü ilin oktyabrın 15-i,1954-cü ilin oktyabrın 15-i
568204248_438536_438539_29283,28.02.1920,28.02.1920
568204248_438575_438577_30429,iyirmi beş sentyabr 1919,iyirmi beş sentyabr 1919
341881303_438604_438607_30784,on üç noyabr 1963,on üç noyabr 1963
568204248_438642_438646_29516,05.09.1922,05.09.1922
619589413_438644_438653_30768,iyirmi bir dekabr 1980,iyirmi bir dekabr 1980
568204248_438651_438655_27974,1912-ci ilin oktyabrın 15-i,1912-ci ilin oktyabrın 15-i
568204248_438656_438659_31733,iyirmi doqquzun yanvar ayı,iyirmi doqquzun yanvar ayı
341881303_438652_438662_29160,27.03.1922,27.03.1922
341881303_438664_438669_30954,iyirmi bir sentyabr 1911,iyirmi bir sentyabr 1911
341881303_438670_438673_28958,dekabrın 25-i 2008-ci il,dekabrın 25-i 2008-ci il
619589413_438686_438689_27673,1949-cu ilin noyabrın 19-u,1949-cu ilin noyabrın 19-u
568204248_438688_438691_30716,iyirmi beş fevral 1934,iyirmi beş fevral 1934
619589413_438694_438697_31907,altımış doqquzun yanvar ayı,altımış doqquzun yanvar ayı
568204248_438732_438737_30431,iyirmi iki dekabr 1981,iyirmi iki dekabr 1981
619589413_438751_438756_30623,otuz aprel 1913,otuz aprel 1913
619589413_438788_438791_27481,1997-ci ilin martın 23-ü,1997-ci ilin martın 23-ü
341881303_438786_438793_29126,oktyabrın 2-i 1937-ci il, oktyabrın 2-i 1937-ci il
341881303_438795_438799_29536,25.01.1982,25.01.1982
619589413_438820_438821_31145,yeddi yanvar 1962,yeddi yanvar 1962
619589413_438832_438837_28585,noyabrın 24-ü 1992-ci il,noyabrın 24-ü 1992-ci il
341881303_438844_438849_30799,iyirmi dörd fevral 2008,iyirmi dörd fevral 2008
568204248_438846_438852_30125,01.09.1970,01.09.1970
341881303_438850_438855_32039,qırx beşin avqust ayı,qırx beşin avqust ayı
619589413_438868_438873_29952,15.02.1972,15.02.1972
341881303_438872_438876_30853,altı oktyabr 1938,altı oktyabr 1938
341881303_438878_438883_27167,2008-ci ilin martın 19-u,2008-ci ilin martın 19-u
619589413_438899_438905_29092,oktyabrın 5-i 1956-cı il,oktyabrın 5-i 1956-cı il
341881303_438902_438907_30914,on yeddi dekabr 1982,on yeddi dekabr 1982
568204248_438914_438917_28016,1918-ci ilin oktyabrın 30-u,1918-ci ilin oktyabrın 30-u
619589413_438922_438927_30057,25.07.2007,25.07.2007
568204248_438924_438929_27705,1914-cü ilin noyabrın 16-i,1914-cü ilin noyabrın 16-i
568204248_438939_438941_28108,1953-cü ilin iyunun 1-i,1953-cü ilin iyunun 1-i
619589413_438940_438943_29148,sentyabrın 15-i 1911-ci il,sentyabrın 15-i 1911-ci il
568204248_438942_438947_30569,iyirmi altı fevral 1952,iyirmi altı fevral 1952
619589413_438956_438959_27595,1945-ci ilin fevralın 23-ü,1945-ci ilin fevralın 23-ü
619589413_438960_438963_28133,2016-cı ilin iyulun 29-u,2016-cı ilin iyulun 29-u
568204248_438966_438969_27824,2022-ci ilin fevralın 6-ı,2022-ci ilin fevralın 6-ı
619589413_438986_438991_28846,dekabrın 9-u 1973-cü il,dəqabrın 9-u 1973-cü il
619589413_439018_439023_30479,on bir yanvar 1991,on bir yanvar 1991
341881303_439027_439032_29776,03.01.1992,03.01.1992
619589413_439030_439035_30961,altı avqust 1958,altı avqust 1958
619589413_439048_439052_31566,doxsan səkkizin iyul ayı,doxsan səkkizin iyul ayı
341881303_439053_439058_30640,iyirmi səkkiz yanvar 2010,iyirmi səkkiz yanvar 2010
619589413_439086_439089_29609,18.02.1991,18.02.1991
619589413_439096_439099_27762,1961-ci ilin fevralın 4-ü,1961-ci ilin fevralın 4-ü
619589413_439112_439115_29371,16.03.2015,16.03.2015
619589413_439161_439163_31909,qırx altının dekabr ayı,qırx altının dekabr ayı
568204248_439172_439175_27191,2002-ci ilin sentyabrın 21-i,2002-ci ilin sentyabrın 21-i
619589413_439201_439206_31352,otuz beşin noyabr ayı,otuz beşin noyabr ayı
568204248_439208_439210_30007,09.05.1934,09.05.1934
341881303_439218_439223_28131,1904-cü ilin mayın 9-u,1904-cü ilin mayın 9-u
619589413_439252_439257_30476,səkkiz avqust 2001,səkkiz avqust 2001
568204248_439264_439270_28709,dekabrın 20-i 2018-ci il,dekabrın 20-i 2018-ci il
619589413_439275_439279_30516,altı iyul 1913,altı iyul 1913
568204248_439299_439305_28732,aprelin 26-ı 1984-cü il,aprelin 26-ı 1984-cü il
568204248_439312_439317_27232,1956-cı ilin oktyabrın 2-i,1956-cı ilin oktyabrın 2-i
568204248_439319_439322_28662,aprelin 30-u 1938-ci il,aprelin 30-u 1938-ci il
568204248_439334_439342_29657,11.05.1954,11.05.1954
341881303_439352_439357_31987,iyirmi altının avqust ayı,iyirmi altının avqust ayı
341881303_439364_439369_29605,23.02.1991,23.02.1991
619589413_439372_439375_29298,15.06.1998,15.06.1998
619589413_439382_439387_29029,fevralın 19-u 1964-cü il,fevralın 19-u 1964-cü il
619589413_439388_439393_28718,yanvarın 10-u 1989-cu il,yanvarın 10-u 1989-cu il
568204248_439400_439405_29914,22.03.1971,22.03.1971
619589413_439414_439419_27482,1983-cü ilin dekabrın 20-i,1983-cü ilin dekabrın 20-i
619589413_439433_439436_32131,səksən altının aprel ayı,səksən altının aprel ayı
568204248_439444_439447_30447,on dörd fevral 1938,on dörd fevral 1938
341881303_439437_439449_28713,noyabrın 13-ü 2002-ci il,noyabrın 13-ü 2002-ci il
619589413_439464_439469_32129,səksən doqquzun noyabr ayı, səksən doqquzun noyabr ayı
619589413_439470_439473_27742,1966-cı ilin noyabrın 22-i,1966-cı ilin noyabrın 22-i
568204248_439486_439489_27246,1921-ci ilin oktyabrın 27-i,1921-ci ilin oktyabrın 27-i
619589413_439512_439515_29081,iyulun 11-i 1992-ci il,iyulun 11-i 1992-ci il
568204248_439520_439523_29520,30.01.1986,30.01.1986
619589413_439535_439537_28325,iyunun 7-i 1901-ci il, iyunun 7-i 1901-ci il
619589413_439549_439550_28647,aprelin 13-ü 1995-ci il,aprelin 13-ü 1995-ci il
619589413_439573_439576_30128,21.04.1962,21.04.1962
619589413_439593_439595_27708,2025-ci ilin aprelin 13-ü,2025-ci ilin aprelin 13-ü
568204248_439617_439621_31801,qırx yeddinin dekabr ayı,qırx yeddinin dekabr ayı
341881303_439622_439624_30283,on beş yanvar 1969,on beş yanvar 1969
568204248_439623_439625_28317,mayın 1-i 1957-ci il,mayın 1-i 1957-ci il
341881303_439660_439661_30644,on doqquz dekabr 2023,on doqquz dekabr 2023
568204248_439668_439671_29321,09.01.1912,09.01.1912
568204248_439682_439686_27161,2012-ci ilin dekabrın 26-ı,2012-ci ilin dekabrın 26-ı
341881303_439698_439703_27285,1905-ci ilin noyabrın 25-i,1905-ci ilin noyabrın 25-i
341881303_439717_439723_28700,iyunun 25-i 1982-ci il,iyunun 25-i 1982-ci il
619589413_439726_439732_29255,08.10.2020,08.10.2020
568204248_439730_439735_27988,1933-cü ilin iyunun 27-i,1933-cü ilin iyunun 27-i
568204248_439784_439789_30987,iyirmi bir iyun 1947,iyirmi bir iyun 1947
619589413_439788_439794_30112,09.09.1934,09.09.1934
619589413_439800_439805_29110,martın 15-i 1951-ci il,martın 15-i 1951-ci il
568204248_439804_439807_29575,06.01.1979,06.01.1979
341881303_439822_439825_29488,14.03.2019,14.03.2019
568204248_439834_439835_32100,altımış birin oktyabr ayı,altımış birin oktyabr ayı
619589413_439861_439863_31421,on yeddinin noyabr ayı,on yeddinin noyabr ayı
568204248_439859_439865_29856,21.06.1947,21.06.1947
341881303_439893_439895_29486,04.08.1924,04.08.1924
619589413_439900_439903_29894,03.12.1940,03.12.1940
341881303_439902_439907_28667,yanvarın 23-ü 1924-cü il,yanvarın 23-ü 1924-cü il
568204248_439916_439917_28980,sentyabrın 12-i 2018-ci il,sentyabrın 12-i 2018-ci il
568204248_439942_439946_31970,otuz üçün mart ayı,otuz üçün mart ayı
341881303_439947_439953_27975,1942-ci ilin martın 5-i, 1942-ci ilin martın 5-i
568204248_439970_439977_30542,on səkkiz iyul 1972,on səkkiz iyul 1972
568204248_440007_440009_30572,iyirmi üç mart 1981,iyirmi üç mart 1981
568204248_440024_440025_32053,səksən üçün avqust ayı,səksən üçün avqust ayı
619589413_440054_440057_30995,iki mart 1951,iki mart 1951
568204248_440074_440077_28468,oktyabrın 19-u 1964-cü il,oktyabrın 19-u 1964-cü il
568204248_440079_440083_29386,03.10.2011,03.10.2011
341881303_440107_440113_31553,ikimin yeddinin may ayı,ikimin yeddinin may ayı
341881303_440119_440122_31674,doxsan birin aprel ayı,doxsan birin aprel ayı
568204248_440171_440173_27421,1946-cı ilin fevralın 5-i,1946-cı ilin fevralın 5-i
568204248_440213_440214_30055,01.06.1916,01.06.1916
619589413_440233_440236_29900,18.03.1957,18.03.1957
568204248_440255_440257_31150,iyirmi altı sentyabr 1955,iyirmi altı sentyabr 1955
619589413_440264_440267_32075,otuz doqquzun aprel ayı,otuz doqquzun aprel ayı
619589413_440278_440279_30339,iyirmi səkkiz dekabr 1922,iyirmi səkkiz dekabr 1922
341881303_440283_440287_27632,1917-ci ilin avqustun 20-i,1917-ci ilin avqustun 20-i
568204248_440290_440293_30934,iyirmi mart 1919,iyirmi mart 1919
619589413_440306_440309_29091,avqustun 20-i 1987-ci il,avqustun 20-i 1987-ci il
341881303_440328_440333_31353,altımış yeddinin sentyabr ayı,altımış yeddinin sentyabr ayı
341881303_440339_440343_28029,1912-ci ilin avqustun 18-i,1912-ci ilin avqustun 18-i
568204248_440363_440365_30957,iyirmi səkkiz avqust 1983,iyirmi səkkiz avqust 1983
619589413_440372_440377_27514,2003-cü ilin yanvarın 5-i, üçüncü ilin yanvarın 5-i
568204248_440382_440391_27160,1918-ci ilin sentyabrın 3-ü,1918-ci ilin sentyabrın 3-ü
568204248_440396_440399_31450,əlli beşin sentyabr ayı,əlli beşin sentyabr ayı
568204248_440406_440409_31786,əlli yeddinin fevral ayı,əlli yeddinin fevral ayı
568204248_440410_440413_31197,otuz ikinin mart ayı,otuz ikinin mart ayı
341881303_440408_440415_28302,iyulun 15-i 1974-cü il,iyulun 15-i 1974-cü il
568204248_440414_440419_29524,18.09.1980,18.09.1980
619589413_440428_440433_28341,aprelin 16-i 2002-ci il,aprelin 16-i 2002-ci il
341881303_440448_440450_31230,əlli beşin aprel ayı,əlli beşin aprel ayı
341881303_440453_440459_28222,aprelin 8-i 1983-cü il, elin 8-i 1983-cü il
568204248_440488_440493_27284,1941-ci ilin sentyabrın 8-i,1941-ci ilin sentyabrın 8-i
341881303_440518_440521_28445,iyulun 16-i 1931-ci il,iyulun 16-i 1931-ci il
619589413_440544_440552_27875,1927-ci ilin iyulun 16-i,1927-ci ilin iyulun 16-i
619589413_440562_440567_28626,yanvarın 26-ı 1951-ci il,yanvarın 26-ı 1951-ci il
568204248_440605_440610_27979,1945-ci ilin avqustun 21-i,1945-ci ilin avqustun 21-i
568204248_440636_440639_27416,1963-cü ilin aprelin 2-i,1963-cü ilin aprelin 2-i
568204248_440640_440643_30996,iyirmi dörd iyul 1904,iyirmi dörd iyul 1904
341881303_440646_440651_28274,oktyabrın 10-u 2025-ci il,oktyabrın 10-u 2025-ci il
341881303_440690_440691_28469,oktyabrın 18-i 1953-cü il,oktyabrın 18-i 1953-cü il
341881303_440710_440713_28254,sentyabrın 6-ı 1944-cü il,sentyabrın 6-ı 1944-cü il
619589413_440720_440721_29550,22.06.1952,22.06.1952
619589413_440730_440731_29637,11.07.1984,11.07.1984
619589413_440752_440753_27870,2013-cü ilin mayın 7-i, 2013-cü ilin mayın 7-i
619589413_440770_440771_27848,1957-ci ilin mayın 27-i,1957-ci ilin mayın 27-i
619589413_440774_440775_29156,oktyabrın 14-ü 1903-cü il,oktyabrın 14-ü 1903-cü il
619589413_440778_440779_28287,mayın 7-i 1975-ci il,mayın 7-i 1975-ci il
619589413_440809_440810_32098,əlli yeddinin may ayı,əlli yeddinin may ayı
619589413_440813_440814_29242,02.04.2010,02.04.2010
619589413_440815_440816_31608,qırx səkkizin sentyabr ayı,qırx səkkizin sentyabr ayı
619589413_440837_440838_31018,on beş sentyabr 1932,on beş sentyabr 1932
619589413_440839_440840_31003,altı dekabr 1953,altı dekabr 1953
619589413_440862_440863_30033,17.05.2010,17.05.2010
341881303_440866_440867_32106,qırx yeddinin mart ayı,qırx yeddinin mart ayı
341881303_440882_440885_29464,29.02.1939,29.02.1939
619589413_440888_440891_31254,qırx doqquzun fevral ayı,qırx doqquzun fevral ayı
619589413_440892_440894_32099,ikimin birin iyul ayı,ikimin birin iyul ayı
619589413_440910_440911_31981,iyirmi dördün dekabr ayı,iyirmi dördün dekabr ayı
619589413_440940_440943_28911,avqustun 27-i 2005-ci il,avqustun 27-i 2005-ci il
619589413_440980_440983_29082,fevralın 24-ü 1911-ci il,fevralın 24-ü 1911-ci il
619589413_440986_440989_29843,22.05.1913,22.05.1913
619589413_440990_440992_27682,1949-cu ilin noyabrın 11-i, 1949-cu ilin noyabrın 11-i
619589413_440994_440995_30443,bir noyabr 1988,bir noyabr 1988
619589413_440997_440999_28393,mayın 25-i 2002-ci il,mayın 25-i 2002-ci il
619589413_441022_441025_30856,bir may 1976,bir may 1976
619589413_441052_441056_29390,23.02.1916,23.02.1916
341881303_441057_441059_32095,əlli beşin mart ayı,əlli beşin mart ayı
619589413_441058_441061_31562,ikimin doqquzun noyabr ayı,ikimin doqquzun noyabr ayı
619589413_441062_441065_27750,1921-ci ilin yanvarın 4-ü,1921-ci ilin yanvarın 4-ü
341881303_441074_441075_27971,1975-ci ilin fevralın 23-ü,1975-ci ilin fevralın 23-ü
341881303_441090_441091_31195,altımış səkkizin aprel ayı,altımış səkkizin aprel ayı
619589413_441100_441101_29799,29.07.1980,29.07.1980
619589413_441102_441105_27542,1938-ci ilin avqustun 6-ı, 1938-ci ilin avqustun 6-ı
619589413_441142_441143_30289,iyirmi aprel 1903,iyirmi aprel 1903
341881303_441147_441148_29778,07.01.1956,07.01.1956
619589413_441167_441170_30585,iyirmi iyun 1946,iyirmi iyun 1946
341881303_441185_441189_30896,on bir iyul 1958,on bir iyul 1958
