audio,audio_filepath,data_type,transcription
575298922_459399_459412_30018,/train/date/voices/575298922_459399_459412_30018.ogg,dat,2304-1974
919361428_429902_429905_27500,/train/date/voices/919361428_429902_429905_27500.ogg,dat,1131-ді үйінді үйіндің іонан 25-і
828296631_470192_470203_31428,/train/date/voices/828296631_470192_470203_31428.ogg,dat,Altımış dokuzun mayayı
1878274529_452653_452669_31915,/train/date/voices/1878274529_452653_452669_31915.ogg,dat,19 yıl ayı
1082554792_475259_475286_29822,/train/date/voices/1082554792_475259_475286_29822.ogg,dat,нолдоккүс нолбеш миндоккүс етімш алты
976055738_448143_448166_32046,/train/date/voices/976055738_448143_448166_32046.ogg,dat,Aliyehti neinn aqtabra í
1013880018_445180_445181_31622,/train/date/voices/1013880018_445180_445181_31622.ogg,dat,Yrmi-altunar apríl aðeim.
1013880018_474354_474370_31740,/train/date/voices/1013880018_474354_474370_31740.ogg,dat,71-y əktyabr ayı
919361428_432546_432548_29443,/train/date/voices/919361428_432546_432548_29443.ogg,dat,1703-1998
568204248_434895_434896_31044,/train/date/voices/568204248_434895_434896_31044.ogg,dat,ирмидокүз ноябр икімін ирмейкі
640339050_483803_483812_27372,/train/date/voices/640339050_483803_483812_27372.ogg,dat,1975-ci илін сентябрын 29-у
1051072005_432744_432746_27610,/train/date/voices/1051072005_432744_432746_27610.ogg,dat,міндокүз әлі алтын-cı илін мартын ермісі
1347919237_480271_480279_28683,/train/date/voices/1347919237_480271_480279_28683.ogg,dat,İyunun on dördü iki min dördüncü il.
329749591_487166_487167_27317,/train/date/voices/329749591_487166_487167_27317.ogg,dat,миндокүз құрық пеншінде ілдің январын ондыққұзу
671891258_422087_422088_28934,/train/date/voices/671891258_422087_422088_28934.ogg,dat,Aprelin on biri iki min ikinci il
912272968_436660_436684_28952,/train/date/voices/912272968_436660_436684_28952.ogg,dat,Yanların on biri 1983-cü il
1269496718_441983_441986_32139,/train/date/voices/1269496718_441983_441986_32139.ogg,dat,87-nin mayayı
1009209372_478738_478785_31993,/train/date/voices/1009209372_478738_478785_31993.ogg,dat,我先成天不来
568204248_435306_435307_31802,/train/date/voices/568204248_435306_435307_31802.ogg,dat,Átma er besinn nohja brae.
568204248_435195_435199_31053,/train/date/voices/568204248_435195_435199_31053.ogg,dat,On 5 ноябур-203.
539261624_460766_460775_30310,/train/date/voices/539261624_460766_460775_30310.ogg,dat,21 may 1955
1013880018_473178_473188_27333,/train/date/voices/1013880018_473178_473188_27333.ogg,dat,2009-cı ilin апрелян 7-сі
1268975918_426496_426497_30015,/train/date/voices/1268975918_426496_426497_30015.ogg,dat,19.08.1994
809763511_483821_483824_31431,/train/date/voices/809763511_483821_483824_31431.ogg,dat,98-in okteabr ayı
1013880018_447359_447370_29000,/train/date/voices/1013880018_447359_447370_29000.ogg,dat,"Marthinn, óttu þér mynd okkur í stokkurinn til."
1051072005_434723_434724_29754,/train/date/voices/1051072005_434723_434724_29754.ogg,dat,Ұндөлт сүбір бір 1945
314849420_475504_475513_27882,/train/date/voices/314849420_475504_475513_27882.ogg,dat,1909-cü ілін яғнин 27-тісі
5196964268_423123_423124_28224,/train/date/voices/5196964268_423123_423124_28224.ogg,dat,"Oktyabrın 21-i, 2008-ci il"
976055738_453664_453668_28661,/train/date/voices/976055738_453664_453668_28661.ogg,dat,"Майн ону, миндакуй 46-ын зейді."
1297961140_460253_460256_29150,/train/date/voices/1297961140_460253_460256_29150.ogg,dat,үйлінің құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылдың құрылды
705098248_420981_420982_29973,/train/date/voices/705098248_420981_420982_29973.ogg,dat,1304974
1013880018_422696_422697_27540,/train/date/voices/1013880018_422696_422697_27540.ogg,dat,ཀྲིས ཀྲིས ཀྲིས ཀྲིས ཀྲིས ཀྲིས ཀྲིས ཀྲིས ཀྲིས ཀྲིས ཀྲིས ཀྲི གཏི གཏི གཏི གཏི གཏི གཏི གཏི
1043664892_430665_430667_30218,/train/date/voices/1043664892_430665_430667_30218.ogg,dat,ондықкүз августын миндоккүз етміш төрт
341881303_438162_438167_30855,/train/date/voices/341881303_438162_438167_30855.ogg,dat,16 yanvar 1997
1347919237_479690_479700_29967,/train/date/voices/1347919237_479690_479700_29967.ogg,dat,сұпырдөрд он бир миндокүз yüzдоқсан дөрд
1082554792_478227_478235_29548,/train/date/voices/1082554792_478227_478235_29548.ogg,dat,10.01.2014
910545275_414300_414301_27210,/train/date/voices/910545275_414300_414301_27210.ogg,dat,1939-cı илін июнің 7-тесі
809763511_442856_442857_31130,/train/date/voices/809763511_442856_442857_31130.ogg,dat,бір үйін 1936
539261624_459048_459061_27741,/train/date/voices/539261624_459048_459061_27741.ogg,dat,2021. ilin yanvarın 20'si
1013880018_442665_442670_31259,/train/date/voices/1013880018_442665_442670_31259.ogg,dat,2005'in mayayı
892642911_455721_455728_28490,/train/date/voices/892642911_455721_455728_28490.ogg,dat,сентябрын едісі 1979-ын-ын
5028632961_419383_419384_28592,/train/date/voices/5028632961_419383_419384_28592.ogg,dat,майын ону күміндокүзінді іл
1229817727_458364_458383_27866,/train/date/voices/1229817727_458364_458383_27866.ogg,dat,Құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құртқын құрт
860296669_463786_463793_32078,/train/date/voices/860296669_463786_463793_32078.ogg,dat,ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ ཁ �
2016758610_473345_473350_31892,/train/date/voices/2016758610_473345_473350_31892.ogg,dat,он алтының иыл айы
1269496718_433877_433883_28064,/train/date/voices/1269496718_433877_433883_28064.ogg,dat,1934. yılın 17'si.
809763511_456510_456527_29552,/train/date/voices/809763511_456510_456527_29552.ogg,dat,сұрын алты нөктә сүрын етти мин доқыз күріқ сәткіз
815993798_474330_474340_30267,/train/date/voices/815993798_474330_474340_30267.ogg,dat,On yü yul 2017
1150481435_414632_414635_30361,/train/date/voices/1150481435_414632_414635_30361.ogg,dat,25 May 2024
1347919237_483619_483625_31857,/train/date/voices/1347919237_483619_483625_31857.ogg,dat,Yirmi altının dekabr ayı.
763941567_457538_457550_29934,/train/date/voices/763941567_457538_457550_29934.ogg,dat,ұн алты 061928
919361428_432521_432522_29479,/train/date/voices/919361428_432521_432522_29479.ogg,dat,26.05.25
1043664892_446776_446781_27219,/train/date/voices/1043664892_446776_446781_27219.ogg,dat,1949-cu ilin mayın 8-ci
1229817727_444739_444740_30205,/train/date/voices/1229817727_444739_444740_30205.ogg,dat,18 oktyabr 1939
1201653758_461399_461404_27181,/train/date/voices/1201653758_461399_461404_27181.ogg,dat,1937. ilin Mart'ın 22'si.
575298922_417390_417391_32020,/train/date/voices/575298922_417390_417391_32020.ogg,dat,Seksinn sekkisinn noyabr ái.
1009209372_485308_485313_27400,/train/date/voices/1009209372_485308_485313_27400.ogg,dat,1955'in sene sene bunu da açısı.
763941567_457532_457537_31387,/train/date/voices/763941567_457532_457537_31387.ogg,dat,85-i nəyəm və bəhəm.
329749591_486827_486828_31550,/train/date/voices/329749591_486827_486828_31550.ogg,dat,15 yıl ayı
5591209497_450915_450918_27380,/train/date/voices/5591209497_450915_450918_27380.ogg,dat,миндоку үз он дөрдінші ілін апрельның ермьи алтысы
640339050_479313_479324_29812,/train/date/voices/640339050_479313_479324_29812.ogg,dat,ермі дөрт сұпыр бір миндокүз ерме
329749591_486986_486987_27976,/train/date/voices/329749591_486986_486987_27976.ogg,dat,1955. ilin sentabırın 28'i
763941567_455751_455756_29306,/train/date/voices/763941567_455751_455756_29306.ogg,dat,Қаналықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықтықты
2016758610_469468_469480_30352,/train/date/voices/2016758610_469468_469480_30352.ogg,dat,28 noyabr 1922
575298922_418631_418632_29418,/train/date/voices/575298922_418631_418632_29418.ogg,dat,ермі алты сұфір ки миндокүзүз беш
763941567_460467_460473_28630,/train/date/voices/763941567_460467_460473_28630.ogg,dat,Abdelin ikisi 1901-ci il
1269496718_433322_433323_29471,/train/date/voices/1269496718_433322_433323_29471.ogg,dat,14.01.1931
1347919237_481069_481074_28844,/train/date/voices/1347919237_481069_481074_28844.ogg,dat,иллын ермідоқкізі мүндіккізүз алтыс жүншінші ел
671891258_422610_422611_29975,/train/date/voices/671891258_422610_422611_29975.ogg,dat,01-07-2024
815993798_455741_455747_31554,/train/date/voices/815993798_455741_455747_31554.ogg,dat,94-ді априлайы
828296631_467150_467162_28434,/train/date/voices/828296631_467150_467162_28434.ogg,dat,апрелин ирмьи дөрді миндокүзүз дөрдін-cü ил
919361428_429307_429308_28923,/train/date/voices/919361428_429307_429308_28923.ogg,dat,февралын 21-йі 1960-ды
1297961140_462708_462715_27188,/train/date/voices/1297961140_462708_462715_27188.ogg,dat,өзің қырық-докүзінде үйлім айындың декүзі
329749591_487174_487175_28311,/train/date/voices/329749591_487174_487175_28311.ogg,dat,Fevralın 20.973-cü il
5028632961_420462_420463_30078,/train/date/voices/5028632961_420462_420463_30078.ogg,dat,ұйында қарқай қарқай қарқай қарқай қарқай
1229817727_455304_455314_28452,/train/date/voices/1229817727_455304_455314_28452.ogg,dat,мартын 14-ы 1994-ын тил
910545275_414887_414888_30355,/train/date/voices/910545275_414887_414888_30355.ogg,dat,17 Dekabül 1980 durdu.
1043664892_428559_428560_31132,/train/date/voices/1043664892_428559_428560_31132.ogg,dat,7 октября 1999
329749591_486264_486265_28685,/train/date/voices/329749591_486264_486265_28685.ogg,dat,октябрын елмі бері мен докүз-бір-докүзінчі ел
426881765_454231_454236_27688,/train/date/voices/426881765_454231_454236_27688.ogg,dat,1923-cü ilin martın 20-ci
568204248_437828_437831_28441,/train/date/voices/568204248_437828_437831_28441.ogg,dat,февралым ондокүзу икимин илмидөрдін-жі ил.
954206432_453271_453281_31190,/train/date/voices/954206432_453271_453281_31190.ogg,dat,күркс алтының май айы
1878274529_460199_460206_31538,/train/date/voices/1878274529_460199_460206_31538.ogg,dat,Otuz altının fevralı ayı.
1297961140_472583_472590_28215,/train/date/voices/1297961140_472583_472590_28215.ogg,dat,Martın 8-ci 1928-ci il.
5028632961_419044_419045_30238,/train/date/voices/5028632961_419044_419045_30238.ogg,dat,14 dekabr 1975
527731854_458637_458645_31212,/train/date/voices/527731854_458637_458645_31212.ogg,dat,29-ын июня
568204248_435115_435118_27702,/train/date/voices/568204248_435115_435118_27702.ogg,dat,1984-cü ilin fevralın oncı
539261624_461635_461644_30306,/train/date/voices/539261624_461635_461644_30306.ogg,dat,алты август 1997
640339050_417070_417071_31517,/train/date/voices/640339050_417070_417071_31517.ogg,dat,83-ün fevral ayı
527731854_463704_463711_31860,/train/date/voices/527731854_463704_463711_31860.ogg,dat,2008-ın mayayı
1082554792_469545_469561_28985,/train/date/voices/1082554792_469545_469561_28985.ogg,dat,майын сәйткезі 1906-cı ил
1201653758_474735_474765_27491,/train/date/voices/1201653758_474735_474765_27491.ogg,dat,1931-ci ilin iyyulun 21-i
575298922_444614_444615_28731,/train/date/voices/575298922_444614_444615_28731.ogg,dat,сентябрын 2-сі 1916-cı ил
539261624_453909_453916_29428,/train/date/voices/539261624_453909_453916_29428.ogg,dat,19021971
568204248_438966_438969_27824,/train/date/voices/568204248_438966_438969_27824.ogg,dat,кемін елімікікінде ілін февралын алты
1082554792_486020_486022_29667,/train/date/voices/1082554792_486020_486022_29667.ogg,dat,Ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдөкіз ұлдө
1201653758_471425_471438_29401,/train/date/voices/1201653758_471425_471438_29401.ogg,dat,22 02 2025
1878274529_426923_426924_31087,/train/date/voices/1878274529_426923_426924_31087.ogg,dat,4 Fevral 1921
527731854_459348_459356_29198,/train/date/voices/527731854_459348_459356_29198.ogg,dat,0612 1989
2016758610_443882_443883_31208,/train/date/voices/2016758610_443882_443883_31208.ogg,dat,Írmútsun okteabra ég.
1082554792_472074_472083_29789,/train/date/voices/1082554792_472074_472083_29789.ogg,dat,ұн алты сұфырдықкұз үшімді ембетсіз
671891258_469556_469567_27560,/train/date/voices/671891258_469556_469567_27560.ogg,dat,1965-ci ilin iyunun 18-ci
892642911_423643_423644_29131,/train/date/voices/892642911_423643_423644_29131.ogg,dat,Mayın 30-u 1971-ci il
828296631_455375_455383_28666,/train/date/voices/828296631_455375_455383_28666.ogg,dat,avqustun ondoxcuzu 1959-cu il
713611046_477249_477266_29825,/train/date/voices/713611046_477249_477266_29825.ogg,dat,22 01 2024
1043664892_445432_445435_31067,/train/date/voices/1043664892_445432_445435_31067.ogg,dat,11 Dekabr 1901
